word,tf/idf
нача,0.43
сайт,0.429
кром,0.416
количеств,0.408
при,0.402
команд,0.399
нужн,0.396
хорош,0.386
сервис,0.38
нов,0.378
сейчас,0.378
дел,0.377
информац,0.377
кто,0.369
достаточн,0.369
позволя,0.368
нет,0.368
без,0.368
сообществ,0.366
себ,0.358
нескольк,0.347
решен,0.347
цел,0.347
четыр,0.337
результат,0.335
этот,0.335
человек,0.329
работа,0.321
успет,0.317
прав,0.307
наш,0.307
ил,0.298
доступ,0.286
с,0.286
сам,0.285
ссылк,0.284
раз,0.28
даж,0.278
например,0.264
можн,0.256
